,fluxes
MOAT2_kt,0.0012524417449951174
MOAT_kt,0.0012524417449951174
MOBDabcpp,0.0004699537044525147
MOBDtex,0.0004699537044525147
MOCOS,6.42351676940918e-05
MOGDS,3.21175838470459e-05
MOHMT,8.392572063510674e-05
MOTH1,0.0
MOTS1,0.0
MPTAT,9.63527515411377e-05
MPTG,0.0019053072498321534
MPTG2,9.505652618408204e-06
MPTS,9.63527515411377e-05
MPTSS,0.00019270538447372564
MSO3abcpp,0.0
MSO3tex,0.0
MSULR,0.0
MTHFC,0.08846449705021833
MTHFD,0.08847448652655386
MTHFR2,0.02223143913756684
MTI,0.0
MTOLDOX,0.0
MTRI,0.0
MUCCYCI,1.96
MUCCY_kt,2.2600604997271295e-07
MUCLI,1.96
MXMO,0.0
MXYLt5,0.0
MXYLt6,0.0
M_XYLtpp,0.0
M_Xylt1,0.0
NACHY,0.0
NACODA,0.0
NACt1pp,0.0
NACtex,0.0
NADDP,0.0
NADH16pp,4.782329979069984
NADH5,0.0
NADHPO,0.0
NADK,6.42357780489169e-05
NADN,0.0
NADPHQR2,0.0
NADS1,0.00032788531573209204
NADTRHD,0.0
NAMNPP,3.2146233113779636e-05
NAt3_1p5pp,0.0
NAt3pp_copy1,0.0
NAt3_2pp,0.0
NAt3pp_copy2,0.0
NAtex,0.0
NBAHH_ir,0.0
NCBMPTSabcpp,0.0
NCBMPTStex,0.0
NDPK1,1.9505138611479642
NDPK2,0.06246774781637466
NDPK3,0.03181454650388027
NDPK4,0.0053206583770784265
NDPK5,0.0
NDPK6,0.0
NDPK7,0.008507862344695362
NDPK8,0.0053206583770784265
NFMLDF,0.0
NFORGLUAH2,0.0
NH4t3pp,0.0
NH4tex,1.5796153210970163
NH4tpp,1.5796153210970163
NI2t3pp,0.0
NI2t4pp,0.0
NI2tex,0.0
NI2tpp,0.0
NI2uabcpp,0.0
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMTHDA,0.0
NNATr,0.00032788531573209323
NNDMBRT,3.2146233113779636e-05
NNDPR,0.00032788531573209204
NO2t2rpp,0.0
NO2tex,0.0
NO3t2pp,0.0
NO3abcpp,0.0
NO3tex,0.0
NODOx,0.0
NODOy,0.0
NONAtexi,0.0
NOtex,0.0
NOtpp,0.0
NTD1,0.0
NTD10,0.0
NTD10pp,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,8.392572063510674e-05
NTD2pp,0.0
NTD3,0.0
NTD3pp,0.0
NTD4,0.0
NTD4pp,0.0
NTD5,0.0
NTD5pp,0.0
NTD6,0.0
NTD6pp,0.0
NTD7,0.0
NTD7pp,0.0
NTD8,0.0
NTD8pp,0.0
NTD9,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NITR,0.0
NTRIR2x,0.0
O2tex,8.122147091793536
O2tpp,8.12209180700952
OAADC,0.0
OAAt2_2pp,0.0
OAAtex,0.0
OARGDC,0.0
OARGabcpp,0.0
OARGtex,0.0
OBDHc,0.0
OCAALD,0.0
OCBT2i,0.00978040218950059
OCBT,0.059720122502359294
OCDCAtexi,0.0
OCDCEAtexi,0.0
OCOAT1,0.0
OCOAT4,0.0
OCTAtex,0.0
OCTDPS,3.21175838470459e-05
CTECOAI8,0.0
OGMEACPD,3.2477248740687154e-05
OGMEACPR,3.247726873016167e-05
OGMEACPS,3.2477288719648505e-05
5HPUDICDC_c,0.0
OHCUDC2,0.0
OHPBAT,3.267980177533596e-05
OHPHM,3.21175838470459e-05
PANTS,8.392572063510674e-05
OIVD1r,0.0
OIVD2,0.0
OIVD3,0.0
OMAHY,0.0
OMAIS,0.0
OMBZLM,3.21175838470459e-05
OMCDC,0.0992229167171818
OMMBLHX,3.21175838470459e-05
OMPDC,0.03786916701300724
OMPHHX,3.21175838470459e-05
OP4ENH,0.0
OP4ENH2,0.0
OPAH,0.0
OPHBDC,3.21175838470459e-05
OPHHX,3.21175838470459e-05
OPMEACPD,3.247716878291209e-05
OPMEACPR,3.24771887723374e-05
OPMEACPS,3.247720876177501e-05
ORN5O,3.21175838470459e-05
ORNCD,0.0
ORNDC,0.004791713069915772
ORNabcpp,0.0
ORNtex,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-0.03786916701300724
OSKTabcpp,0.0
OSKTpp,0.0012524417449951174
OXAtpp,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
OXFOtex,0.0
OXOADLR,0.0
OXOAEL,1.9600002260060498
OXPTNDH,0.0
OXYLt5,0.0
OXYLt6,0.0
O_XYLtppi,0.0
O_Xylt1,0.0
P5CD,0.0
P5CR,0.03452654434992089
PA120abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PACALDtex,0.0
PACALtabcpp,0.0
PACCOAE,0.0
PACCOAL,0.0
PACt3,0.0
PACt1,0.0
PALDO2,5.287368803776694e-26
PALDP,0.0
PALGSKT,0.0
PPAt4pp,0.0
PAPA120,0.0
PAPA140,0.0
PAPA141,0.0
PAPA160,0.0
PAPA161,0.0
PAPA180,0.0
PAPA181,0.0
PAPPT3,0.0038201201522827153
PAPSR,0.0
PAPSR2,0.0
PB2abcpp,0.0
PB2t5,0.0
PB2t6,0.0
PB2tex,0.0
PB2tpp,0.0
PC,0.0
PC11M,3.2146233113779636e-05
PC17M,3.2146233113779636e-05
PC20M,3.2146233113779636e-05
PC6AR,3.2146233113779636e-05
PC6YM,3.2146233113779636e-05
PC8XM,3.2146233113779636e-05
PCADYOX,2.2600604997271295e-07
PDE1,0.0
PDE4,0.0
PDH,0.10860454806310355
PDHa,0.17113688819379813
PDHbr,0.17113688819379813
PDHcr,1.7060591325788967
PDX5POi,3.267980177533596e-05
PDX5PS,3.267980177533596e-05
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.0
PE161abcpp,0.0
PE180abcpp,0.0
PE181abcpp,0.0
PEAL2tabc,0.0
PEALtabc,0.0
PEALtex,0.0
PEAMNO2pp,0.0
PEAMNtex,0.0
PEAOpp,0.0
PEAtabcpp,0.0
PENTSOtex,0.0
PERD,3.267980177533596e-05
PETNT161_kt,0.0012524417449951174
PETNT181_kt,0.0
PG120abcpp,0.0
PG140abcpp,5.184901428222657e-06
PG141abcpp,0.0
PG160abcpp,0.0001664929458618164
PG161abcpp,0.0008275678779602052
PG180abcpp,5.530561523437501e-05
PG181abcpp,0.00037705755386352544
PGAMT,-0.011397565539550783
PGCD,0.1992261125036693
PGI,-0.00500976697998047
PGK,0.30611787864388534
PGL,0.0
PGLCNDH,0.0
PGLYCP,0.0
PGM,0.5053439911475547
PGMT,-0.00500976697998047
PGP120abcpp,0.0
PGP140abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0
PGPP120pp,0.0
PGPP140,2.5060356903076172e-05
PGPP140pp,0.0
PGPP141,0.0
PGPP141pp,0.0
PGPP160,0.0007935779685974122
PGPP160pp,0.0
PGPP161,0.003975667195129395
PGPP161pp,0.0
PGPP180,0.00026399789772033695
PGPP180pp,0.0
PGPP181,0.001797000419998169
PGPP181pp,0.0
PGSA120,0.0
PGSA140,2.5060356903076172e-05
PGSA141,0.0
PGSA160,0.0007935779685974122
PGSA161,0.003975667195129395
PGSA180,0.00026399789772033695
PGSA181,0.001797000419998169
PHADPC100,0.0
PHADPC101,0.0
PHADPC120,0.0
PHADPC121,0.0
PHADPC121d6,0.0
PHADPC140,0.0
PHADPC141,0.0
PHADPC141d5,0.0
PHADPC142,0.0
PHADPC40,0.0
PHADPC50,0.0
PHADPC60,0.0
PHADPC70,0.0
PHADPC80,0.0
PHADPC90,0.0
PHADPCP100,0.0
PHADPCP40,0.0
PHADPCP50,0.0
PHADPCP60,0.0
PHADPCP70,0.0
PHADPCP80,0.0
PHADPCP90,0.0
PHADPCT40,0.0
PHADPCT60,0.0
PHAP2C100,0.0
PHAP2C101,0.0
PHAP2C120,0.0
PHAP2C121,0.0
PHAP2C121d6,0.0
PHAP2C140,0.0
PHAP2C141,0.0
PHAP2C141d5,0.0
PHAP2C142,0.0
PHAP2C60,0.0
PHAP2C80,0.0
PHAPC40,0.0
PHAPC50,0.0
PHAPC70,0.0
PHAPC90,0.0
PHAPCP100,0.0
PHAPCP40,0.0
PHAPCP50,0.0
PHAPCP60,0.0
PHAPCP70,0.0
PHAPCP80,0.0
PHAPCP90,0.0
PHAPCT40,0.0
PHAPCT60,0.0
PHEDCAtexi,0.0
PHEHPAtexi,0.0
PHEHXAtexi,0.0
PHEME2abcpp,0.0
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHEMEtonex,0.0
PHENONAtexi,0.0
PHEOCTAtexi,0.0
PHEPTtexi,0.0
PHETA1,0.0
PHETHPTOX3,0.0
PHETRS,0.0
PHEt2rpp,0.0
PHEtex,0.0
PHNACH,0.0
PHPYRtex,0.0
PHPYRtpp,0.0
PIt2rpp,0.09787342722755919
PIt7ipp,0.0
PItex,0.09662098548256408
PIuabcpp,0.0
PLCTI1,0.0
PLCTI2,0.0
PLCTI3,0.0
PLCTI4,0.0
PLCTI5,0.0
PLCTI6,0.0
PLIPA1E160pp,0.0
PLIPA1E161pp,0.0
PLIPA1E180pp,0.0
PLIPA1E181d11pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181d11pp,0.0
PLIPA2E160pp,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,0.0
PLIPA2E181d11pp,0.0
PLIPA2G160pp,0.0
PLIPA2G161pp,0.0
PLIPA2G180pp,0.0
PLIPA2G181d11pp,0.0
PLPSLpp,0.0012524417449951174
PLPSabctex,0.0012524417449951174
PMANM,0.0
PMDPHT,0.00010748784026424654
PMEACPE,3.247712880409838e-05
PMPK,3.2343589897018614e-05
PNTK,8.392572063510674e-05
PNTOt4pp,0.0
PNTOtex,0.0
PPA,0.0
PPA2,0.0
PPBNGS,0.0006007009996199846
PPC,0.0
PPCDC,8.392572063510674e-05
PPCK,1.4632552327806936
PPCSCT,0.0
PPGPPDP,0.0
AROAT,0.03090460419131122
PPItex_1,0.0
PPIuabcpp,0.0
PPK2,-4.049054411710914e-05
PPK50_B,-1.207797983944463e-57
PPK50r,0.0
PPK,-1.4219169258773015
PPM,8.392572063510674e-05
PPNCL2,8.392572063510674e-05
PPND,0.023467927339794997
PPNDH,0.0
PPPGO,8.591143294417061e-05
PPRDNDH,0.0
PPS,0.0
PPYRDC,0.0
PQQAC,3.21175838470459e-05
PQQFEP,3.21175838470459e-05
PQQH2S,3.21175838470459e-05
PQQH2tpp,0.0
PQQtpp,0.0
PRAIS,0.03428337797551995
PRAIi_copy1,0.008609404831375614
PRAMPC_copy1,0.017081077575236935
PRASCSi_copy1,0.0
PRATPP,0.017081077575236935
PRFGS,0.03428337797551995
PRMICI_copy1,0.0
PROD2,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROTRS,0.0
PROabcpp,0.0
PROt2rpp,0.0
PROt4pp,0.0
PROtex,0.0
PRPPS,0.09832501947870194
PSCVT_copy1,0.06314252428171707
PSD120,0.0
PSD140,3.615028495788574e-05
PSD141,0.0
PSD160,0.001135205362701416
PSD161,0.0069507924396514905
PSD180,0.00037763365402221686
PSD181,0.0025701268329620364
PSERT,0.1992261125036693
PSP_L,0.1992261125036693
PSSA120,0.0
PSSA140,3.615028495788574e-05
PSSA141,0.0
PSSA160,0.001135205362701416
PSSA161,0.0069507924396514905
PSSA180,0.00037763365402221686
PSSA181,0.0025701268329620364
PTA2,0.0
PTAr,0.0
PTAtex,0.0
PTOLDOX,0.0
PTPATi,0.0
PTRCTA,0.0
PTRCTA2,0.0
PTRCabcpp,0.0
PTRCt2pp,0.0
PTRCtex,0.0
PTSLAtexi,0.0
PUTA3,0.0
PXMO,0.0
PXYLt5,0.0
PXYLt6,0.0
PYAM5PO,0.0
PYDAMK,0.0
PYDAMtex,0.0
PYDAMtpp,0.0
PYDXK,0.0
PYDXNK,0.0
PYK,0.8167933270827364
PYNP2r,8.392572063510674e-05
PYOVD2tex,3.21175838470459e-05
PYOVDM1,3.21175838470459e-05
PYOVDM2,3.21175838470459e-05
PYOVDtex,0.0
PYRDOX,0.0
PYRZAM,0.0
PYRt2rpp,0.0
PYRtex,0.0
P_XYLtpp,0.0
P_Xylt1,0.0
QOR1,0.0
QOR2,0.0
QOR3,0.0
QUEA1,0.0
QUEA2,0.0
QUEA3,0.0
QUIDH,0.0
QUIDHy,0.0
QUIN2tex,0.0
QUINtpp,0.0
QULNS,0.00032788531573209204
R05219,3.2146233113779636e-05
R15BPK,0.0
R1PK,0.0
RBFK,7.537025641720063e-05
RBFSa,0.00021497568052849308
RBFSb,0.00010748784026424654
RBK,0.0
RDXR,0.0
RECOAH10,0.0
RECOAH11,0.0
RECOAH12,0.0
RECOAH13,0.0
RECOAH14,0.0
RECOAH15,0.0
RECOAH16,0.0
RECOAH17,0.0
RECOAH19,0.0
RECOAH2,0.0
RECOAH20,0.0
RECOAH21,0.005263276584224414
RECOAH22,0.0
RECOAH23,0.0
RECOAH24,0.0
RECOAH25,0.0
RECOAH26,0.0
RECOAH3,0.0
RECOAH4,0.0
RECOAH5,0.0
RECOAH6,-0.005263276584224414
RECOAH7,0.0
RECOAH8,0.0
RECOAH9,0.0
REPHACCOAI,0.0
RHA100tex,0.0
RHA100tpp,0.0
RHA101tex,0.0
RHA101tpp,0.0
RHA120tex,0.0
RHA120tpp,0.0
RHA121d6tex,0.0
RHA121d6tpp,0.0
RHA121tex,0.0
RHA121tpp,0.0
RHA140tex,0.0
RHA140tpp,0.0
RHA141d5tex,0.0
RHA141d5tpp,0.0
RHA141tex,0.0
RHA141tpp,0.0
RHA142tex,0.0
RHA142tpp,0.0
RHA160tex,0.0
RHA160tpp,0.0
RHA40tex,0.0
RHA40tpp,0.0
RHA50tex,0.0
RHA50tpp,0.0
RHA60tex,0.0
RHA60tpp,0.0
RHA70tex,0.0
RHA70tpp,0.0
RHA80tex,0.0
RHA80tpp,0.0
RHA90tex,0.0
RHA90tpp,0.0
RHACOAE100,0.0
RHACOAE120,0.0
RHACOAE121,0.0
RHACOAE121d6,0.0
RHACOAE140,0.0
RHACOAE141,0.0
RHACOAE141d5,0.0
RHACOAE142,0.0
RHACOAE160,0.0
HBRCH,0.0
RHACOAE50,0.0
RHACOAE60,0.0
RHACOAE70,0.0
RHACOAE80,0.0
RHACOAE90,0.0
RHACOAEP100,0.0
RHACOAEP101,0.0
RHACOAEP40,0.0
RHACOAEP50,0.0
RHACOAEP60,0.0
RHACOAEP70,0.0
RHACOAEP80,0.0
RHACOAEP90,0.0
RHACOAET40,0.0
RHACOAET60,0.0
RHACOAR100,0.0
RHACOAR101,0.0
RHACOAR120,0.0
RHACOAR121d5,0.0
RHACOAR121d6,0.0
RHACOAR140,0.0
RHACOAR141d5,0.0
RHACOAR141d7,0.0
RHACOAR142,0.0
RHACOAR60,0.0
RHACOAR70,0.0
RHACOAR80,0.0
RHACOAR90,0.0
RHACOARP100,0.0
RHACOARP40,0.0
RHACOARP50,0.0
RHACOARP60,0.0
RHACOARP70,0.0
RHACOARP80,0.0
RHACOARP90,0.0
RHACOART60,0.0
RHAP100tex,0.0
RHAP100tpp,0.0
RHAP40tex,0.0
RHAP40tpp,0.0
RHAP50tex,0.0
RHAP50tpp,0.0
RHAP60tex,0.0
RHAP60tpp,0.0
RHAP70tex,0.0
RHAP70tpp,0.0
RHAP80tex,0.0
RHAP80tpp,0.0
RHAP90tex,0.0
RHAP90tpp,0.0
RHAT40tex,0.0
RHAT40tpp,0.0
RHAT60tex,0.0
RHAT60tpp,0.0
RHMNT1,0.0
RHMNT2,0.0
RIBabcpp,0.0
RIBtex,0.0
RMD,0.0
RNDR1,0.0053206583770784265
RNDR2,0.008507862344695362
RNDR3,0.008507862344695362
RNDR4,0.0053206583770784265
RPE,-0.08918994906584665
RPI,-0.08647008989532792
RZ5PP,3.2146233113779636e-05
S7PI,0.002504883489990235
SADH,0.0
SADT,0.028681742399264354
SARCOX,0.0
SARCOX2,0.0
SBO3rt2pp,0.0
SBO3t2pp,0.0
SCYSDS,0.0
SCYSSL,0.0
SDPDS,0.0541264181372106
SDPTA,-0.0541264181372106
SELADT,0.0
SELCYSS,0.0
SELGTHR,0.0
SELGTHR2,0.0
SELGTHR3,0.0
SELMETAT,0.0
SELNPS,0.0
SELabcpp,0.0
SELtex,0.0
SERAT_copy1,0.0
SERD_L,0.0
SERTRS,0.0
SERTRS2,0.0
SERt2rpp,0.0
SERt4pp,0.0
SERtex,0.0
SFGTHi,0.0
SGDS,0.0
SGSAD,0.0
SHCHD2,3.21175838470459e-05
SHCHF,3.21175838470459e-05
SHEME2abcpp,0.0
SHEMEtonex,0.0
SHK3Dr,0.06314252428171706
SHKK,0.06314252428171706
SHSL1,0.0
SHSL2r,0.0
SKMt2pp,0.0
SKMtex,0.0
SO2tex,0.0
SO2tpp,0.0
SO3abcpp,0.0
SO3tex,0.0
SO4t2pp,0.028681742343828077
SO4t4pp_1,5.543627505300701e-11
SO4tex,0.028681742399264354
SOTA,0.0
SPMDabcpp,0.0
SPMDtex,0.0
SPODM,0.0
SSALx,0.0
SSALy,0.0
SUCCt2_2pp,0.0
SUCCtex,0.0
SUCD4,-0.005263358072616571
SUCDi,3.5827724488644024
SUCOAS,-1.5661088036473045
SULFACabcpp,0.0
SULFACtex,0.0
SULR,0.028681742399264354
SULabcpp,0.0
T2DECAI,0.03334583574812773
T4HCINNMtex,0.0
T4HCINNMtpp,0.0
TAGLIPA160ex,0.0
TAGLIPA180ex,0.0
TAGLIPA181d9ex,0.0
TAGLIPA182d9d12,0.0
TALA,-0.014275887352729137
TAUDO,0.0
TAURabcpp,0.0
TAURtex,0.0
TCYNTtex,0.0
TCYNTtpp,0.0
CTECOAI6,0.005263276584224414
TDP,0.0
TDPDRE,0.0
TDPDRR,0.0
TDPGDH,0.0
TDSK2,0.0012524417449951174
TDSR1,0.0
TDSR2,0.0
TGTASE1,0.0
TGTASE2,0.0
TGTASE3,0.0
THD2pp,0.0
THDPS,0.0541264181372106
THFAT,9.989476335536999e-06
THIORDXi,0.0
THRA2,-3.2146233113779636e-05
THRA,2.3773272843716398e-05
THRS,0.09230658731287675
THRTRS,0.0
THRabcpp,0.0
THRt2pp,0.0
THRt4pp,0.0
THRtex,0.0
THYMt4pp,0.0
THYMtex,0.0
THZPSN,3.2343589897018614e-05
TKT1,-0.011771003862738902
TKT2,-0.07741894520310776
TMDS,0.0053206583770784265
TMPK,3.2343589897018614e-05
TMPPP,3.2343589897018614e-05
TNTHAC1,0.0
TNTHAC2,0.0
TNTR1,0.0
TNTR1x,0.0
TNTR2,0.0
TNTR2x,0.0
TNTR3,0.0
TNTR4,0.0
TNTep,0.0
TNTtex,0.0
TNTtpp,0.0
TOLt5,0.0
TOLt6,0.0
TOLt7,0.0
TOLtex,0.0
TOLtpp,0.0
TPI,-0.131173090544061
NI2abcpp,0.0
TRDR,0.027672277609363947
TRPS1_copy1,0.008609404831375614
TRPS2,0.0
TRPS3,0.0
TRPTRS,0.0
TRPt2rpp,0.0
TRPtex,0.0
TRSARr,0.0
TRYPTAOX,0.0
TSULabcpp,0.0
TSULtex,0.0
TTDCAtexi,0.0
TTDCEAtexi,0.0
TTRCYCt2pp,0.0
TTRCYCt5,0.0
TTRCYCt7pp,0.0
TTRCYCtex,0.0
TTRCYCtpp,0.0
TUNGSabcpp,0.0
TUNGStex,0.0
TYRTA,-0.023467927339794997
TYRTRS,0.0
TYRt2rpp,-3.0200421065616274e-28
TYRtex,0.0
U23GAAT2_1,0.002504883489990235
UAAGDS,0.0038201201522827153
UACGAMDH2,0.0012524417449951174
UAG2E,0.0
UAGAAT2_1,0.002504883489990235
UAGCVT,0.0038201201522827153
UAGDP,0.011397565539550783
UAGPT3,0.0038201201522827153
UAMAGS,0.0038201201522827153
UAMAS,0.0038201201522827153
UAPGR,0.0038201201522827153
UDCPDP,0.0038201201522827153
UDCPDPS,7.921377182006837e-06
UDCPDPpp,0.0012524417449951174
UDCPGT_1,0.0
UDCPPtppi,0.0012524417449951174
UDPG4E,0.0012524417449951174
UGLYCH,0.0
UGMDDS,0.0038201201522827153
UHBZ1t_pp,0.0
UHGADA2_1,0.002504883489990235
UKQUIVORx,0.0
UKQUIVORy,0.0012524417449951174
UM3PL,0.0
UM4PCP,0.0
UM4PL,0.0
UMPK,0.05770607731619479
UNK3,0.0
UPP3MT,6.426381696082553e-05
UPP3S,0.00015017524990499614
UPPDC1,8.591143294417061e-05
UPPN,8.392572063510674e-05
UPPRT,0.0
UQUIVOT,0.0012524417449951174
URAt2pp,0.0
URAtex,0.0
URCN,0.0
UREA,3.2146233113779636e-05
UREA2t2pp,0.0
UREAabcpp,0.0
UREAtex,0.0
UREAtpp,0.0
URO_c,0.0
URIDK2r,-0.0053206583770784265
URIH,0.0
URIt2pp,0.0
URItex,0.0
USHD1,0.0012524417449951174
VACCtex,0.0
VALDHr,-0.06351151645138967
VALTA,0.0
VALTRS_copy1,-1.3348592653117107e-27
VALabcpp,0.0
VALt2rpp,0.0
VALtex,0.0
VANKpp,0.0
VANLNtex,0.0
VANLTtex,0.0
VCOAD,0.0
VECOAH,0.0
VNDH,0.0
VNDH_2,3.2343589897018614e-05
VNDH_3,0.0
VNLNpp,0.0
VNTDM,0.0
WCOS,0.0
XAND,0.0
XANt2pp,0.0
XANtex,0.0
XMO,0.0
XPPT,0.0
XTSNH,0.0
ZN2abcpp,0.0
ZN2t3pp,0.0
ZN2t4pp,0.0
ZN2t5,0.0
ZN2t6,0.0
ZNabcpp,1.3945546785857505e-06
Zn2tex,1.3945546785857505e-06
pentso3abcpp,0.0
MEPCT_1,0.0
PRAIi_copy2,0.0
TRPS1_copy2,0.0
TAURabc,0.0
AGPOP,0.008507862344695364
GLNS_copy2,0.0
PIabc,0.0
DHAD1_copy2,0.0
DMALRED,0.0
PRMICI_copy2,0.017081077575236935
PTRCabc,0.0
PRAMPC_copy2,0.0
DHQTi_copy2,0.0
PRASCSi_copy2,0.034251034385622936
G5SD_copy2,0.03452654434992089
CTPS1,0.021761226875098523
HEMEti,0.0
FOMETRi,0.0
HDH,0.0
PSCVT_copy2,0.0
ADD,0.0
APPAT,8.281439781188965e-05
VALTRS_copy2,0.0
EAR121x,0.0
MOBDabc,0.0
ARGDI,0.0
THRD_L,0.04796662572053779
IDPh_1,0.0
MAN1PT,0.0
MECDPS_copy2,0.0
PPRGL,0.03428337797551995
SULabc,0.0
HMR_0180_copy2,0.0
GLUCYS_copy2,8.502337667392402e-06
NDP8,0.0
AKGDb_copy2,1.5349222443850987
SERAT_copy2,0.0
13PPDH2_1,0.0
2HESR,0.0
3HPTNCOAR,0.0
3PEPTabcpp,0.0
4HPTNCOAK,0.0
4HPTNCOAL,0.0
4HPTNtex,0.0
4HPTNtpp,0.0
4OXPTCOADHx,0.0
4OXPTCOADHy,0.0
4OXPTNtex,0.0
4OXPTNtpp,0.0
4PEPTabcpp,0.0
4POPCOAM,0.0
4POPCOAM2,0.0
4POPCOAM3,0.0
ACMTSOXINtex,0.0
ACMTSOXINtpp,0.0
ACPHPHITRNtex,0.0
ACPHPHITRNtpp,0.0
ALDD2y,0.0
ALDD3y_copy2,0.0
AMALT1,0.0
ARGR,0.0
BVMO1,0.0
BVMO2,0.0
BVMO3,0.0
BVMO4,0.0
BVMO5,0.0
CHLP,0.0
CURR,0.0
D2ONEtex,0.0
D2ONEtpp,0.0
D3ONEtex,0.0
D3ONEtpp,0.0
D4ONEtex,0.0
D4ONEtpp,0.0
DHCURR,0.0
ETHP,0.0
GAPDi_nadp,0.028681742399264354
GLUTARH,0.0
KAT33,0.0
LEVUACOAL,0.0
METNA,0.0
MTSOXINACT,0.0
MTSOXINtex,0.0
MTSOXINtpp,0.0
N2ONEtex,0.0
N2ONEtpp,0.0
PHER,0.0
PPTRNACT,0.0
PPTRNtex,0.0
PPTRNtpp,0.0
REPHACCOAT,0.0
SHGO,0.0
UND2ONEtex,0.0
UND2ONEtpp,0.0
4OD2,0.0
4OT,0.0
4OT2,0.0
4PCP,0.0
4PCPpp,0.0
5APTNabcpp,0.0
5APTNtex,0.0
5DH4DGLCD,0.0
5DOAN,9.671227650880178e-05
5OXPROabcpp,0.0
5OXPROtex,0.0
6ATHAtexi,0.0
6HNACMO,0.0
6HNACt1pp,0.0
6HNACtex,0.0
A5PISO,0.002504883489990235
AAC24DABA,0.0
AACOAT,0.0
AACTOOR,0.0
AADSACYCL,0.0
AALDCDLsi,0.007493582870022309
AASAD3,0.0
AATA,0.0
ABTA,0.0
ABUTD,0.0
ABUTt2pp,0.0
ABUTtex,0.0
ACACT1r,0.005263276584224414
ACACt2pp,0.0
ACACtex,0.0
ACALDtex,0.0
ACALDtpp,0.0
ACBIPGT,3.2146233113779636e-05
ACCOAC,0.2785834080132827
ACGAMT,0.0
ACGK,0.05479566855046857
ACGS,0.05479566855046857
ACHBS,0.055351260274192605
ACLS,0.16281835888920657
ACOAD10f,0.0
ACOAD11f,0.0
ACOAD12f,0.0
ACOAD13f,0.0
ACOAD14f,0.0
ACOAD15f,0.0
ACOAD16f,0.0
ACOAD17f,0.0
ACOAD18f,0.0
ACOAD19f,0.0
ACOAD1f,0.0
ACOAD20f,0.0
ACOAD21f,0.0
ACOAD22f,0.0
ACOAD23f,0.0
ACOAD24f,-0.005263276584224414
ACOAD25f,0.0
ACOAD26f,0.0
ACOAD27f,0.0
ACOAD28f,0.0
ACOAD29f,0.0
ACOAD2f,0.0
ACOAD30f,0.0
ACTD2,0.0
ACTNtex,0.0
ACTNtpp,0.0
ACt2rpp,0.0
ACt4pp,0.0
ACt5pp,0.0
ACtex,0.0
ADA,0.0
ADCL,0.0001284703353881836
ADCPS1,3.2146233113779636e-05
ADCPS2,0.0
ADCS,0.0001284703353881836
ADCYRS,3.2146233113779636e-05
ADEt2rpp,0.0
ADEtex,0.0
ADK1,1.2714542318360091
ADK3,0.0
ADK4,0.0
ADNCYC,0.0
ADNK1,0.0009022137081102636
ADNUC,0.0
ADNtex,0.0
ADOCBIK,3.2146233113779636e-05
ADOCBLS,3.2146233113779636e-05
ADOCBLabcpp,0.0
ADOCBLtonex,0.0
ADPRDP,0.0
ADPT,0.00011358757444625742
ADSELK,0.0
ADSELR,0.0
ADSELR2,0.0
ADSK,0.0
ADSL1r,0.032135791092289936
ADSL2r,0.034251034385622936
ADSS,0.032135791092289936
AEPabcpp,0.0
AEPTA,0.0
AEPtex,0.0
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PA,0.0
AGM4PApp,0.0
AGM4PCP,0.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,0.0
AGMDA,0.0
AGMH,0.0
AGMHE,0.002504883489990235
AGMT,0.0
AGMabcpp,0.0
AGMt2pp,0.0
AGMtex,0.0
AGPAT120,0.0
AGPAT140,6.121064186096191e-05
AGPAT141,0.0
AGPAT160,0.0019287833312988283
AGPAT161,0.009674017889785768
AGPAT180,0.0006416315517425538
AGPAT181,0.004367127252960205
AGPR,-0.05479566855046857
AGt3,0.0
AGtex,0.0
AGtpp,0.0
AHCi,0.0009022137081102636
AHSERL2,0.028681742399264354
AICART,0.05133211196085987
